id,name,price_numeric,review_scores_location
1458016314135469699,Ocean Walk King Studio w/Pool,60.0,5.0
17075742,Room in Fort Lauderdale,60.0,5.0
1458021522745710163,Pompano King: Pool & Full Kitchen,60.0,5.0
715971024732243305,Pet-Friendly Beach Studio #110 | Sleeps up to 3,60.0,5.0
830655815356846643,Star’s house,60.0,5.0
42655890,"👉FARM STAY, STYLE, AMAZING LOCATION🛌",60.0,5.0
1346654672973629430,"Cozy, Cute, and Comfortable",60.0,5.0
1406738756198627931,A great newly renovated studio 10min to the beach,60.0,5.0
1276913213094168742,Classic Cozy Private Room,60.0,5.0
1355424970538074232,Estudio tranquilo en Miramar,60.0,5.0
971073100560021231,Spacious Room in Lake Front Home,60.0,5.0
1430487506805003798,C14-Beach & Mall Nearby • Free Parking + WiFi,60.0,5.0
26169982,Modern Balcony  Studio on the beach,60.0,4.96
657895971956231864,Pier Walk Beach Studio 103 | Sleeps up to 3,60.0,4.96
952147457222382185,Cozy and Quiet Room centered in Hallandale,60.0,4.96
669500222637200076,Island Studio 108 w/Pool View 482 Feet to Beach,60.0,4.95
35615683,South Florida Living|Private Room |1 bed 1 bath,60.0,4.95
660136379629686353,Island Studio 105 | 400 Steps to Surf And Sand!,60.0,4.95
48403799,Cozy 1/1 Townhouse near beach airport & downtown,60.0,4.94
681348103450069523,"Studio Beach Walk With Pool 101, Sleeps uo to 3!",60.0,4.93
1092115979597375335,Lake View • King Bed • Fast Wifi • Full Kitchen,60.0,4.92
5607730,Spacious Private Room w/Library in Waterfront Home,60.0,4.92
1147875300438921235,Waterfront New Mahalo 1Br APT,60.0,4.92
21677906,Cozy Spacious Room,60.0,4.9
968428478319951553,Walking Distance to Las Olas & Free Beach Shuttle,60.0,4.9
1279280740430876326,Luxury Room with Smart Bathroom+Den+Balcony,60.0,4.9
660380080615532935,Beach Studio 112 Pet Friendly | Sleeps up to 3,60.0,4.89
18352355,Hollywood Beach/Ocean Side/Private/Parking/HH-02,60.0,4.89
660130375394912489,"Island Studio 104 w/Pool View, 482ft to the Beach",60.0,4.89
1162250983830764048,At Mine | Beach Pool Suite,60.0,4.88
1268754881362192162,"Private Room and Bathroom, Free Parking",60.0,4.88
52373293,The Guesthouse #4,60.0,4.87
1047190169761660052,Seascape: Mins to Las Olas & Beach,60.0,4.86
13177120,"Cozy studio, close to beach, las olas,wilton manor",60.0,4.86
1102899421287593108,Private Room On Hollywood Beach,60.0,4.83
52199982,Rooftop Pool & Hot Tub+ Gym+ Near Beach,60.0,4.83
43332893,Life Can Be a Beach!,60.0,4.82
602341677200291525,Adoni Holm Guest Suite,60.0,4.82
1457967693614965583,Santuaria 6,60.0,4.81
52870961,Cozy Efficiency,60.0,4.81
46818362,Charming and Luxury Suite with Private Entrance,60.0,4.81
511108349769642873,Large prvt room in a gated house,60.0,4.79
1298757796374667323,Tamarac Oasis: Modern comfort,60.0,4.79
826194319289289465,Large bright suite with  private patio & parking,60.0,4.79
48132057,Oasis At Hollywood Unit 6- Sleep 2,60.0,4.78
959443781108047356,1 bedroom tropical pool house!,60.0,4.78
993457993395447760,Tropical Paradise Apt 4A!,60.0,4.76
1120584231496766693,Little Bungalow,60.0,4.75
964438193344149479,Queen Room on Hollywood Beach,60.0,4.73
51787588,Sam's Suite close to the beach and airport.,60.0,4.73
14818276,"Private Room, Bathroom & Kitchenette -POOL CLOSED",60.0,4.71
1273825500826869825,"Room (Non-Smoking), Private Entrance + Backyard",60.0,4.7
22343425,"FLL, Dania & Hollywood getaway studio! FRESH STYLE",60.0,4.68
1340699969581551992,Waves: Beach Town Studio Apartment For 4,60.0,4.67
956597576786595382,Downtown 2 bed apartment,60.0,4.64
830506320793759638,New stylish open space: fast  Wii-fi and parking,60.0,4.63
1021085952952055637,Stay at Bojan’s 2,60.0,4.6
747752251058174423,Oakland Park A Private and Spacious Studio.,60.0,4.55
1265127166688928662,Chic New Studio in Hollywood,60.0,4.53
629062346023885173,Hollywood Vacation in Perfect Beach Location HA01,60.0,4.51
878480836863594119,Comfy Master Bedrooms for Travelers,61.0,5.0
28227276,Beverley's Estate,61.0,5.0
1463363810014144503,Sea Serenity *5 Min to Beach*,61.0,5.0
751530517250779373,Oakland Park Private Bedroom and Bathroom,61.0,5.0
1082598451456270422,Uhost AI | 1BR Retreat | Patio & Kitchenette Stay,61.0,5.0
48479961,03 Cute & Cozy Studio on Beachfront Property,61.0,4.99
53180796,Modern Suite with private bathroom & entrance.,61.0,4.97
51079214,Beautiful mini apartment  in Fort Lauderdale,61.0,4.95
42762785,"Private Suite # 11, five minutes walk to beach",61.0,4.95
665368970045966734,Open-Concept Studio 207 | 482 feet to Sand & Surf!,61.0,4.95
602878296732671299,WFH: Real Desk & Office Chair,61.0,4.94
38347532,Unit D (1 bed/1 bath off Wilton drive),61.0,4.94
16797650,Spacious Private Room with Canal Views near Miami,61.0,4.93
1137657430894542770,Welcome to Bohemian Room.,61.0,4.92
1172947921622568620,Funky Old Apartment & Patio,61.0,4.92
21747332,Stylish Hobe loft cozy beach UNIT #3,61.0,4.92
1390352907003711391,Kessington Oasis,61.0,4.91
702086382247043330,British Colonial Guest Room & Tropical Patio,61.0,4.9
561462098227495733,Vibrant Beachside Retreat | Prime Location 1BR/1BA,61.0,4.9
18394034,Ocean Side/Private/BBQ/WiFi/Parking/Beach/HH-04,61.0,4.89
49633360,"Downtown Cottage private yard, fast Wi-Fi, parking",61.0,4.89
660384222167011738,"Open-Concept Studio 202, 482 feet to Sand & Surf!",61.0,4.88
42643191,"Private Suite # 4, five minutes walk to beach.",61.0,4.87
1027885035499240412,Sun-kissed Charm: Beachside Hollywood Studio,61.0,4.87
807108319348758165,Luxury Family and Business Travel Home with Yard!,61.0,4.87
838328495860958897,Tropical Studio in Victoria Park 805-10,61.0,4.86
30533027,#2 Heated Pool+Pvt Patio & Grill,61.0,4.85
1309348530229514200,Hollywood 1BR Retreat - Close to Beach & Casino,61.0,4.85
30428438,JUST Renovated! Cozy Private Apt Near Hllwd Beach,61.0,4.84
671007477892314611,"Central location, great backyard and cute room",61.0,4.84
1343543522015987726,New studio downtown Hollywood,61.0,4.83
1140626445205590275,Luminosa y acogedora habitación privada.,61.0,4.83
1068046741470673030,Lovely 1 BR Walking Distance To Ocean - Suite 10,61.0,4.8
1030489789218322524,"Sunlit Studio Escape: Hollywood Haven, sleeps 4!",61.0,4.8
769817915427698646,Cozy Bedroom in a House w/ Shared Bathroom,61.0,4.8
1244279999654573217,Convenient & Quiet Retreat in Prime Location,61.0,4.78
1176173307594839897,Near The Beach on Hollywood Blvd Great Suite D6,61.0,4.74
1329727440607057287,Private Room #6 near Hard Rock,61.0,4.74
51363966,Lovely 2br/1ba 5 mins drive to the beach j5,61.0,4.73
1487811890262199214,Santamaria Michelangelo,61.0,4.71
53899231,Cozy independent studio,61.0,4.7
1138382729826229831,08B Beachwalk Studio: 2 Beds,61.0,4.67
1471931698770726620,Room near to AirPort and to Olas Beach,61.0,4.67
1405224291201202359,Tropical Paradise + POOL & PATIO!,61.0,4.6
1188343290451863877,Shanti Minimalist Home,61.0,4.6
43236186,C20-best location ᴀᴘᴛ near ft.laud & miami,61.0,4.59
1077584208672906563,Perfect for 2/4 mins from Wilton Manors/Near Beach,61.0,4.58
42350716,Wonderfull One Bedroom Near Everything!,61.0,4.55
21371192,Sage Opulence- Fort Lauderdale,61.0,4.52
1047190128515622538,BloomHideaway: Mins to Las Olas & Beach,61.0,4.5
1389076784156388267,Tropical Getaway 5 Mins to Beach Free Parking,61.0,4.5
1052044715634257244,Paradise in Victoria Park apartment A,62.0,5.0
1463344931264814896,Seashell Retreat  *5 min to Beach*,62.0,5.0
1488562064933783093,Pequeña Piña Colada,62.0,5.0
1448782112201684663,“The Cozy Studio” Dania Beach,62.0,5.0
772393808850391101,"Best Location! Beach, Las Olas, Airport",62.0,5.0
797033623915070199,Safe haven by the beach,62.0,5.0
1092556972506144116,Perfect Studio Pompano Beach,62.0,5.0
1315493797653086606,14B Beautiful Studio @ Beachwalk Resort,62.0,5.0
45971454,Queen. Minutes to Wilton Drive. Private Entrance.,62.0,4.96
1221949441150971456,Limited time deal Studio near the beach Pets Ok,62.0,4.95
39728068,"Private entrance, entire suite with parking",62.0,4.94
670452354625978114,Private Bath/Private Full kitchen/Terrace/Parking,62.0,4.94
1358897154038658884,"Sunny room, prvt bath in Shared home/Ft Lauderdale",62.0,4.94
907407245593831938,Best and security neighborhood,62.0,4.93
1028909334278745969,Private Washer/Dryer/Patio+Grill,62.0,4.93
610078572747958091,Sailboat Bend Tropical Getaway 716-2,62.0,4.93
1166640138689469270,Walking distance to Wilton Drive (0.7 mi),62.0,4.92
29995935,Chic & Fashionable 1 Bedroom apt beach unit # 4,62.0,4.92
52519566,Steps to Sand & Sea #1,62.0,4.92
1337089831387804152,12B3 Nice Studio at Hallandale Beach,62.0,4.91
32666756,Private room for rent,62.0,4.91
727636548718285081,Urban Oasis,62.0,4.9
53128789,Modern Studio Apartment  11 Min Drive to Beaches,62.0,4.89
587088038558021437,"Walk to Wilton Manors! Mins to beach, free parking",62.0,4.89
1246312789801431452,"Relaxing Studio Getaway w/ BBQ, Patio & Parking",62.0,4.88
568139952977047270,Cheerful Private Room in townhouse w/free parking,62.0,4.88
730259483274691575,Studio Tulum- Cozy & Private Gem in Best Location,62.0,4.87
1068060937860140641,Lovely 1 BR Walking Distance To Ocean - Suite 11,62.0,4.86
895845572346267102,Very Sunny Corner Unit,62.0,4.85
831433185243278700,Private Bedroom & Bath Unit 1,62.0,4.84
899684116192444315,"King Bed, Office Desk & Chair",62.0,4.84
1279815386309559148,Great room with private bathroom,62.0,4.79
1029459184047046351,Coastal Retreat ONLY 1 block from the beach!,62.0,4.79
693252920874612666,Your spot in Hollywood,62.0,4.78
507308197081505570,Waves: BeachTown 2BR Apartment With Balcony,62.0,4.73
23873637,"Sunset A @Oasis Hollywood, FL (3 miles to beach)",62.0,4.73
13990356,Sea&I Unit B Private Studio near Deerfield Beach,62.0,4.72
53204864,Boho Chic King Bed Studio,62.0,4.7
662338058411056981,Cozy blues modern studio with private entrance,62.0,4.68
1305278393685344010,26B Great studio near the beach,62.0,4.67
1138982805625788451,28B Beachwalk Beauty: 2 Beds,62.0,4.66
1302086722325686154,Glamping experience,62.0,4.63
672532215580335158,Modern Suite 5 mins from Downtown & Beach #2,62.0,4.62
1453938071836197138,Estudio con 2 Camas,62.0,4.6
1138398140695961292,12B Seaside Studio Escape,62.0,4.57
1138436584571083729,12D1  Beachwalk Studio Gem,62.0,4.5
1281213945536109352,The Flamingo,62.0,4.5
1487032971406313835,Family-Friendly 1BR by Hollywood Beach,63.0,5.0
785716305629786828,Private Bedroom & Bathroom,63.0,5.0
1501052338548752736,Private & Brand New Guest House Near Hard Rock,63.0,5.0
1384395734731802928,Hollywood Florida 1 Bedroom Apt,63.0,5.0
688174962567802043,Studio near beach. GREAT location and near all.,63.0,5.0
739969681668360175,Casa rodante en estratégica ubicación.,63.0,5.0
53719454,Best Stay| Hot tub| Rooftop Pool|Beach Broad–walk,63.0,4.98
715198570142103918,Shared Townhouse! 1 Private Master Bedr+ Bathroom,63.0,4.97
39302277,Rooftop Pool+ Hot Tub+ Gym+ Hollywood Beach,63.0,4.97
1462624656114466863,Vintage Vibes,63.0,4.97
27835794,"#2 ❤️ Spacious, Quiet, Elegant, with Full Kitchen",63.0,4.95
624828806279904461,Worth Traveling| Hot tub & Unique Rooftop Pool,63.0,4.95
18369850,Beach Studio/Ocean Front/Sleeps 4/Parking/HH-03,63.0,4.94
33078673,Emaculate furnished Lovely study.,63.0,4.94
1160953286245254299,"Hollywood Bliss, Studio, Balcony, Beach View",63.0,4.93
50610165,Lighthouse Point! LOW staycation summer rates!,63.0,4.92
1260968679432723868,Private beach shack Studio,63.0,4.92
45700238,Victoria Park 1st Floor Hideout - walk to Las Olas,63.0,4.92
955700907316136601,Footloose-2 Steps to Beach-Broadwalk-All New-WIFI.,63.0,4.92
990110141290586094,Lyssareva private guesthouse in Sunrise.,63.0,4.92
715238699824380675,Amazing Room in the heart of Fort Lauderdale.,63.0,4.92
51733214,The Retreat #3,63.0,4.91
17771721,Steps to the Beach - Monthly Specials!,63.0,4.91
52372970,The Guesthouse #1,63.0,4.9
862352045343624955,Whale BedRoom Shared Bathroom Dania Beach Jai Alai,63.0,4.9
29566676,#1 FLL Airport/Port Everglades 10-15 mins,63.0,4.9
887955608023245512,Stylish Bedroom Suite,63.0,4.89
41182815,"Save$ - Studio 1m-Airport, 2m-Casino, 4m-Cruise",63.0,4.89
51011982,Big discount during pool construction,63.0,4.89
1006440985056700520,Ocean Breeze Free Parking! Apt 1,63.0,4.89
580380299638980014,"Sutter GardenFL, Private Suite/Fort Lauderdale, FL",63.0,4.88
877579469722871570,At Mine | Amazing Double Beach suite with Kitchen,63.0,4.88
1097350833424929219,Comfortable room,63.0,4.83
658024081666385589,Steps to Hardrock! Managed by BNR Vacation Rentals,63.0,4.82
1023785672316304407,0.8 miles to the Beach!,63.0,4.81
1243462838873516064,Queen bedroom downtown apartment,63.0,4.8
619602433330899292,Beach Access Studio Hollywood w Kitchen+ parking,63.0,4.78
878217924113512677,Beautiful Private Apartment,63.0,4.78
797755332148771422,322 Cool Beach Studio,63.0,4.77
1366085034270636269,Cozy place to chill,63.0,4.75
1194409204053563697,"“Sunlit, Stylish & Clean Private Room | Hot Tub",63.0,4.75
43914161,Rooftop infinity Pool|Hollywood Beach Broad–walk,63.0,4.75
1272049125617419279,Independent suite with Private entrance,63.0,4.73
47356883,✦✦PERFECT LITTLE GETAWAY IN OUR STUDIO SUITE✦✦,63.0,4.73
54057364,PoolsideEscape | Laundry | Kitchen 6 min Beach FLL,63.0,4.73
36226505,Green Leaf Apartment in Hollywood,63.0,4.73
819077786451896189,Room w/balcony & prvt bathroom,63.0,4.67
956775516549573326,10 minutes away from FLL airport,63.0,4.67
507306311448175277,Waves: Beach Town 2BR Apartment With Balcony,63.0,4.67
47990505,5-Star Beautiful Modern Studio,63.0,4.65
1077548269082780670,"Charming Hideaway Near Beach, Nightlife & Shops",63.0,4.63
1248480132684452155,King Bed Cozy Beachy Theme Studio,63.0,4.58
43870420,Fun & Sun 2 Pompano Beach Condo,63.0,4.54
1202981731111824675,"Great Studio- Balcony,Pool, Near Beach",64.0,5.0
1462676018204158496,Simple & Sweet Studio • Villa B,64.0,5.0
1339092808807324721,"Studio with Pool, gym and Amenities",64.0,5.0
53341239,Master room for stay,64.0,5.0
1464979750547899806,Steps from Beach - Tropical Studio,64.0,5.0
1512382583271709449,Private studio In Hollywood,64.0,5.0
1346462175770279505,Lovely Studio in Luxurious Resort & Pool,64.0,5.0
1480472884644775664,Resort Amenities + Amazing Pool + Gym,64.0,5.0
1366783826659698269,"Amazing Studio, Beautifull View Balcony, Pool, Gym",64.0,5.0
1304456945067889687,High Floor Cozy Studio -Canal View Near Beach 1210,64.0,5.0
4729595,Sunny Private Room w/ terrace and Hot tub.,64.0,4.97
1068078171644552442,Lovely 1 BR Walking Distance To Ocean - Suite 9,64.0,4.97
31668853,#1 ❤️ Spacious 1BR apt with All New Furniture,64.0,4.96
45972106,"King bed Minutes to Wilton Drive, Private Entrance",64.0,4.95
1047350527808059955,Ваш уютный уголок в гостиной у океана,64.0,4.95
657954295363953601,"Stunning GUEST HOUSE! free park, wifi & cable TV.",64.0,4.94
967272338141880087,City View Studio Suite @Hibiscus w/ Heated Pool,64.0,4.94
44473328,Front Bay View|Balcony| Enjoy Sunset–Near Beach,64.0,4.93
666492002603514766,"Cozy Guest Suite-3 mi from beach, comfy queen bed",64.0,4.92
1278425131950496364,Quiet Room Near Wilton Manors!,64.0,4.92
650839440607407503,"Cozy, Mid-Century Modern Retreat",64.0,4.92
34818629,Cozy UP Private Guest Suite,64.0,4.91
36868123,"Gorgeous # 1B (BLD), close to the beach,boardwalk",64.0,4.89
654881194926054332,Designer Loft in Hollywood Beach Unit # 1,64.0,4.88
1007520758083426373,Steps to the Beach! Free Shuttle! Stylish Design,64.0,4.88
1154308148168661789,1BR Apartment | Balcony | Waterfront New Mahalo,64.0,4.88
1047190149679555518,Tidal Retreat: Work Friendly & Mins to Beach,64.0,4.86
34811103,La Moderna ~ By RRAccommodations,64.0,4.86
711818980527401547,Beautiful Renovated Apt | Free Parking |Near Beach,64.0,4.84
780565853738601872,Tilah Stays | 10 min to beach & nightlife,64.0,4.84
2262485,Peaceful Studio  with Full Kitchen,64.0,4.83
1245839075314690976,Cozy Getaway with Pool and Putting Green - Unit 1,64.0,4.83
737879787522382631,LoKal Rentals 4B - Private room Fort Lauderdale,64.0,4.83
36104911,Zebra House Oasis | Ultimate Ft. Lauderdale Studio,64.0,4.83
738431874612917782,LoKal Rentals 3B - Comfort Room near Downtown,64.0,4.83
1044253196261156562,"Modern Resort, Rooftop Pool –Walk to Beach",64.0,4.81
737880304000690243,LoKal Rental 2 B - Relaxing bedroom,64.0,4.81
39895281,"Cheerful  tropical oasis near beach, port & shops",64.0,4.8
920503626077221292,Relax on Studio w/Views & Amazing Pool,64.0,4.79
1079890608131755098,Cute & Cozy Studio in FLL w/ shared Garden & Pool,64.0,4.78
1191643860529116272,"Amazing Studio, Spectacular Amenities, Near Beach",64.0,4.75
42680482,Charlie Chaplin - A Timeless Modern Escape! 1BR/1B,64.0,4.73
18959577,Fabulous Hollywood Living Space,64.0,4.72
735620524318801217,Modern Condo : Amazing Pool + Gym + Balcony,64.0,4.72
1337031378301330521,Charming apartment near beach,64.0,4.69
7806651,Large Artful Master Bedroom w/ Bath and Breakfast,64.0,4.69
988996992164907171,Lovely Hotel Style Room,64.0,4.68
1343384313242778280,Spectacular Studio - Balcony/ Views,64.0,4.67
1147021207445448662,Private studio with patio.,64.0,4.67
1359142893526849687,Pacifica Airport 7,64.0,4.65
1329069894279172442,Infinite View| Balcony| Pool + Near Beach,64.0,4.64
617270651359306882,Tropical Apartment –Balcony |Resort:Pool+ Gym,64.0,4.61
1203649157209878383,"Amazing Studio, Infinity View Balcony",64.0,4.6
53228242,Spectacular Apartment w/Balcony+ Pool+ Near Beach,64.0,4.6
1138415763494215338,13B Beachwalk Studio Bliss,64.0,4.57
1016890183040497071,Waves: Beach Town Cozy Studio Apartment,64.0,4.56
886990527191543699,Clean Modern Apartment,64.0,4.51
602399713672054248,"Spectacular Apartment with Balcony, Near Beach",64.0,4.5
1421899486750712303,Private room & bath in Pompano,65.0,5.0
1124361502955773330,Studio #2 - off season prices - Beach just 100 yds,65.0,5.0
51500805,Rooftop Pool+ Gym – Hollywood Beach Broad–walk,65.0,5.0
1493993877679946018,Modern & cozy studio - 21,65.0,5.0
1494005816586487192,Modern & cozy studio - 22,65.0,5.0
1492883420795282244,Modern & cozy studio - 2,65.0,5.0
1217442152625921016,Morocco Dreams,65.0,5.0
1494052113492134532,Modern & cozy studio - 5,65.0,5.0
46091465,The Sunshine Motel Studio #3 - off season,65.0,5.0
1216760495367990047,Tiger King on Las Olas,65.0,5.0
807991744737743211,Bermuda Isles Villas #10,65.0,5.0
1492799446660699834,1 mile to BEACH! + POOL!,65.0,5.0
1502252573116611796,Charming Key West Style Cottage Near Las Olas,65.0,5.0
1140566105004602534,Cozy Apartment|Hot Tub|Near Beach| Broad–walk,65.0,5.0
1494020440901499805,Modern & cozy studio - 25,65.0,5.0
1110868845158427744,Check photos-Cute Full apart-centric location-BCH,65.0,5.0
1205034438062993102,Maximalist Studio on Las Olas,65.0,4.98
39002877,Victoria park hideaway for You!,65.0,4.97
1023736091328913461,Short Walk to Wilton Drive! Apt2,65.0,4.97
1330455727766953311,Superior Accessible Studio w/ Pool & Kitchen,65.0,4.95
4948999,Historic house  built in 1924,65.0,4.95
43956716,Hot tub & Rooftop pool+ Near Beach,65.0,4.95
798817206718992275,Lakefront Property! Private room,65.0,4.94
47702856,"\"Luxury #10 first floor two blocks from the ocean\"",65.0,4.93
42317062,"Luxury & Comfort, Private Bed & Bath Apartment",65.0,4.92
1300392236873551958,Amazing Studio at Beachwalk on 15th Pool Gym Beach,65.0,4.92
43967235,Rooftop Pool|Gym+ Relax| Hollywood Beach,65.0,4.91
21784026,Fashionable loft APT UNIT # 5,65.0,4.91
1138998719347474153,30B Studio Serenity Steps Away,65.0,4.91
856525004683122540,Charming Studio Oasis in Victoria Park FTL VP-4,65.0,4.9
52277800,Room in New Home by Hard Rock Cafe & FLL Airport,65.0,4.89
1028273220912501198,"Beachwalk Studio FULL (Beach, Pool and Gym)",65.0,4.89
961462115309727717,Private RV in the wonderful city of Hollywood Fl.,65.0,4.89
966227266896148383,Bedroom Suite @ Hibiscus w/ Pool & Jacuzzi,65.0,4.89
46106828,"Delightful eclectic oasis near shops, beach & port",65.0,4.88
21853276,Steps from the ocean Trendy Loft UNIT # 6,65.0,4.88
649941570252334317,"Quiet Florida Oasis: Private Room, Bath, and Entry",65.0,4.88
12479086,The Whale Room,65.0,4.87
658009209694134187,Steps to Hardrock! Managed by BNR Vacation Rentals,65.0,4.87
17270382,Delightful Hollywood Beach Studio,65.0,4.87
1023813503762198182,Just Off Wilton Drive! Apt 7,65.0,4.86
47335965,Rooftop Pool + Hot Tub|Hollywood Beach|Near Beach,65.0,4.85
955194438323825657,Tropic Rustic,65.0,4.84
980503767445273523,Amazing Private Room Steps to Beach with Kitchen,65.0,4.84
1359691320958808427,Dania Club Prestige Suites,65.0,4.83
1099616154848998596,Perfect Getaway Studio in Wilton Manor (2),65.0,4.83
1304994917591776613,Special Studio At Beachwalk with Pool - Gym -Beach,65.0,4.83
21677313,Master Tranquillity,65.0,4.83
1253639924400719462,15B Amazing studio @ Beachwalk,65.0,4.83
625387736047314084,Cozy clean one bedroom apartment with kitchenette,65.0,4.83
1243412921440814538,Amazing Studio in Beachwalk with Pool and Beach,65.0,4.83
21125240,Blue Room in Garden Estate House,65.0,4.83
30826351,"Apartment #4B second floor,CLOSE TO THE BEACH",65.0,4.81
23857211,Peaceful Poolside Studio - Dragonfly Suite,65.0,4.81
820992761181852266,Furry Friends Welcome Month Long Stays_D,65.0,4.8
1865860,Comfy Studio *Quiet *Fast Wi-Fi *Stand Up Desk,65.0,4.8
21079165,Fabulous Hollywood Living Space 2,65.0,4.78
633410574703572211,Lovely 1 bedroom with free parking on premises,65.0,4.74
1102096750182216824,"Studio w/ Kitchen, Pool, Parking near the Beach",65.0,4.72
32141714,Blue Escape modern 1bdrm 2miles to Hollywood Beach,65.0,4.71
52656775,"Bright Oasis, A month or longer stays only!",65.0,4.7
1309727131316749880,Amazing Studio at Beachwalk & Pool - Gym - Beach,65.0,4.7
1294921813753022222,Charming 2 BR Walking Distance to Ocean - Unit 2,65.0,4.69
50315490,"Private Room/Bath, walking distance to Hard Rock",65.0,4.69
901436220051820295,Welcome to our beautiful Deluxe RV Home,65.0,4.68
987863955433961940,Completely independent room,65.0,4.67
1364528370291863170,2 Bedroom Apt | Full Kitchen | Sofa bed | Parking,65.0,4.66
36802017,Relax and Enjoy Fort Lauderdale Beach,65.0,4.65
1085677319231387660,Executive Studio @ Hollywood Blvd & Near Beach,65.0,4.64
609339712871392305,Lovey waterfront two bedroom house with parking,65.0,4.64
955785641691894980,Comfy studio in Fort Lauderdale,65.0,4.64
1395846124954367013,Designer One Bedroom Apartment at Fort Lauderdale,65.0,4.6
827108636025252002,13-One Bedroom Stunning No Riverview,65.0,4.6
1417008285502780802,Amazing Bay View + Pool + Beach+ Gym on 22nd Floor,65.0,4.57
1080663709630098741,Executive Studio Suite @ Hollywood Beach Blvd,65.0,4.55
1310209125990149971,25B Beautiful Studio @ Beachwalk Resort,65.0,4.5
1281213868247634485,Pretty Aqua,66.0,5.0
16299534,Apartment  by  (SAWGRASS Mall),66.0,5.0
1399408782962469991,Modern Apt Near Beach – Views & Wi-Fi,66.0,5.0
1304599418638503877,Cozy Beach Place-Hollywood Beach,66.0,5.0
1270240499016957200,Relax and chill~,66.0,5.0
1400733809035913670,Tropical Oasis - Near Beach w/Pool,66.0,5.0
1469793987128583908,Cozy Unit Wifi & Free Parking | Mins From Airport,66.0,5.0
797180694848003508,Bermuda Isles Villas #15,66.0,4.98
920269792411834082,Bright & Beautiful Studio in Victoria Park,66.0,4.97
46355346,Escape to the Beach perfect solitary Get-Away,66.0,4.97
812234252856483749,Bermuda Isles Villas #11,66.0,4.95
977812919981314198,Studio Suite @Hibiscus w/Heated Pool,66.0,4.95
30310878,"#4 ❤️ Sunny, Newly Furnished 1BR apt",66.0,4.92
569617449575144609,Apartment in Sunrise/Sawgrass,66.0,4.92
977798156623685690,Hibiscus Oasis #3: Studio w/ Heated Pool,66.0,4.92
1223326971748736761,2 Mi to Dtwn Hollywood: Vibrant Pet-Friendly Condo,66.0,4.92
777492183596445553,Ocean View/Rooftop Pool Beautifull apt Hollywood B,66.0,4.9
1168986180461604579,Stunning High-Floor City View 1BR Hyde Beach House,66.0,4.9
993458001089835014,Paradise in Victoria Park Apt B,66.0,4.89
1401443880375382311,Downtown FLL: Private Entrance & En-Suite Bathroom,66.0,4.89
22328370,Trendy LOFT apt Hollywood Beach Unit # 4,66.0,4.89
866163651397407492,Your Miramar Family Cave,66.0,4.89
675422400612905902,Beautiful 1 bed 1 bath Apt in downtown Las Olas,66.0,4.88
836983135184398557,cozy private studio in upscale gated  community,66.0,4.88
1161722893820479460,At Mine | Pool & Garden Retreat Double Suite,66.0,4.87
11116178,"Zen private patio outdoor living room, garden view",66.0,4.87
1012486037401162491,Brand New RV in Sunrise/Sawgrass,66.0,4.87
683479258764779872,Tranquil Retreat | Star Wars Arcade | Walk to Bars,66.0,4.86
29234472,Private Hollywood Apt Close To Beach & Hard Rock,66.0,4.85
1295096321819491320,Coastal Bliss - Close to beach/downtown/Las Olas,66.0,4.84
21972733,Modern Deluxe Loft Hollywood Beach Unit # 8,66.0,4.83
52379355,Tropical Fort Lauderdale Gem-Near Downtown & Beach,66.0,4.83
805935912384044702,Habitación tipo estudio con entrada independiente,66.0,4.83
663620684338497179,"New, Cozy Studio | Heart of Fort Lauderdale",66.0,4.82
16543786,Sea&I Unit C  Private House near Deerfield Beach,66.0,4.82
1044293909000202222,"Hollywood Retreat: Rooftop Pool, Steps from Beach",66.0,4.82
39754435,"Cozy Tropical oasis near port, beach & shops",66.0,4.82
53155494,★Luxurious & Comfy★ | Close to Downtown | ♛Hot Tub,66.0,4.81
554939013760696736,Cozy & Roomy 2 BD APT+ Pool-Parking-Kitchen+,66.0,4.8
20055808,Moderno Chic Studio,66.0,4.79
578508895168550012,Key1_Stunning 1Bed Apto mins from the Beach,66.0,4.79
760738972396414024,Ground-Level Comfort | 1BR w/ Patio Near Las Olas,66.0,4.77
868810437562534178,Guest Suite w/ private entrance in Miramar,66.0,4.77
19812699,"Villa with Heated Pool, Laundry, Ping Pong & More",66.0,4.77
1276301711584658356,New comfortable and youthful sport,66.0,4.75
752292905171755476,Lovely 1 BR Walking Distance To Ocean - Suite 1,66.0,4.74
53905644,Beachy Style Studio W/Parking & Pool 10 min to FLL,66.0,4.72
45741226,"Rainbow studio min, to Downtown",66.0,4.71
991353058516198829,Emerald Oasis Studio! Cozy and Comfy Getaway!,66.0,4.71
597091855777959152,"Butterfly Garden 1 Bedroom with Private Bath, WIFI",66.0,4.68
28224552,Charming Hollywood Getaway Near Beach & Dining 1BR,66.0,4.66
49929766,King Bed Beachy Chic Rain Shower Studio,66.0,4.64
47448354,17B Beautiful studio with Nice View,66.0,4.61
760156407055344648,"Sunset Cove In Hollywood FL, FREE Parking",66.0,4.58
1303057794806063797,33B 2 Beds Studio Oasis,66.0,4.5
1073239169959434849,Cozy Stay for 4 – 5 min to Beach & Shops,67.0,5.0
974611918187271415,Tiny Home Oasis,67.0,5.0
1320319203936139150,Spacious Master Bedroom,67.0,5.0
